"","Block","total_land_value_2017","total_improvement_value_2017","year","parklet"
"3464","4273",7505497,6690593,2017,0
"3465","4274",19309651,13181857,2017,0
"3466","4275",12510764,10883036,2017,0
"3467","4276",6104522,5143425,2017,0
"3468","4277",812022,267153,2017,0
"3469","4279",3120922,2299594,2017,0
"3470","4280",6567346,3933798,2017,0
"3471","4281A",13980632,8620419,2017,0
"3472","4282A",10612352,6609258,2017,0
"3473","4283B",21192066,17384536,2017,0
"3474","4285B",0,0,2017,0
"3475","4287",12359635,11987307,2017,0
"3476","4288",22166267,14707894,2017,0
"3477","4290",1879018,1922370,2017,0
"3478","4291",498117,0,2017,0
"3479","4292",214700,391828,2017,0
"3480","4293",7529299,7126277,2017,0
"3481","4294",3281191,4433662,2017,0
"3482","4295",1221367,1803531,2017,0
"3483","4296",1745872,1100645,2017,0
"3484","4297",0,0,2017,0
"3485","4298",0,0,2017,0
"3486","4299",0,0,2017,0
"3487","4300",0,0,2017,0
"3488","4301",0,0,2017,0
"3489","4302",0,0,2017,0
"3490","4303",0,0,2017,0
"3491","4304",0,0,2017,0
"3492","4308",0,0,2017,0
"3493","4310",892861,71631,2017,0
"3494","4313",0,0,2017,0
"3495","4314",4179644,2786428,2017,0
"3496","4315",5003284,12011000,2017,0
"3497","4316",6091667,2724754,2017,0
"3498","4317",3985112,2327528,2017,0
"3499","4318",6466254,7968906,2017,0
"3500","4324",2795878,4423281,2017,0
"3501","4327A",7719790,19848533,2017,0
"3502","4328A",5790618,4000599,2017,0
"3503","4329",4276822,6052329,2017,0
"3504","4334",8956040,7192867,2017,0
"3505","4335",10767074,6960966,2017,0
"3506","4336",10066838,7321098,2017,0
"3507","4337",7397559,5806546,2017,0
"3508","4338",9271035,5600576,2017,0
"3509","4339",14249748,6590801,2017,0
"3510","4341",0,0,2017,0
"3511","4342",0,0,2017,0
"3512","4343",27792557,24783924,2017,0
"3513","4346",34173315,0,2017,0
"3514","4347",0,0,2017,0
"3515","4347A",27134445,18089627,2017,0
"3516","4347B",3891073,183756,2017,0
"3517","4349",182678,0,2017,0
"3518","4352",0,0,2017,0
"3519","4353",10602678,4753082,2017,0
"3520","4355",1887502,171560,2017,0
"3521","4356",1662726,2187808,2017,0
"3522","4357",4273622,2705872,2017,0
"3523","4358",7975737,5999985,2017,0
"3524","4377",1319431,3257370,2017,0
"3525","4378",1544314,171560,2017,0
"3526","4379",0,0,2017,0
"3527","4380",0,0,2017,0
"3528","4381",0,0,2017,0
"3529","4382",0,0,2017,0
"3530","4501",0,0,2017,0
"3531","4502A",0,0,2017,0
"3532","4570",14703985,10861122,2017,0
"3533","4571",0,0,2017,0
"3534","4572",13,0,2017,0
"3535","4579",2,0,2017,0
"3536","4580",0,0,2017,0
"3537","4586",77732,0,2017,0
"3538","4587",1129,0,2017,0
"3539","4591A",12175595,36626435,2017,0
"3540","4591B",7952871,9438397,2017,0
"3541","4591C",68872014,91459745,2017,0
"3542","4596",14,0,2017,0
"3543","4597",14,0,2017,0
"3544","4598",15818,0,2017,0
"3545","4602A",163184,598407,2017,0
"3546","4603A",0,0,2017,0
"3547","4604A",0,0,2017,0
"3548","4605",23132,0,2017,0
"3549","4606",876693,0,2017,0
"3550","4607",3668972,0,2017,0
"3551","4620",11565990,0,2017,0
"3552","4621",3617222,0,2017,0
"3553","4622",9835,0,2017,0
"3554","4623A",0,0,2017,0
"3555","4624",0,57538963,2017,0
"3556","4629A",0,0,2017,0
"3557","4630",5252281,0,2017,0
"3558","4631",11565990,0,2017,0
"3559","4644",8636924,3777324,2017,0
"3560","4645",7269055,9079396,2017,0
"3561","4646",740234,468254,2017,0
"3562","4647A",2544078,1710992,2017,0
"3563","4652",1452283,402902,2017,0
"3564","4653",4511977,2832640,2017,0
"3565","4654",1261084,1089903,2017,0
"3566","4700",6792965,7198531,2017,0
"3567","4710",16697610,14700789,2017,0
"3568","4711",33722279,32402262,2017,0
"3569","4712",267772,33920003,2017,0
"3570","4713",18610161,12815317,2017,0
"3571","4714",16334880,8715774,2017,0
"3572","4715",26507658,11240356,2017,0
"3573","4720",21357555,16629785,2017,0
"3574","4730",1287620,639047,2017,0
"3575","4731",5537541,3529575,2017,0
"3576","4732",4947157,3191289,2017,0
"3577","4733",1613665,1051575,2017,0
"3578","4734",0,0,2017,0
"3579","4755",397141,2905900,2017,0
"3580","4756",3873274,2665031,2017,0
"3581","4757",8296766,5924457,2017,0
"3582","4758",8175673,5886906,2017,0
"3583","4759",9511356,6153537,2017,0
"3584","4760",8681494,6100167,2017,0
"3585","4761",8706913,5118196,2017,0
"3586","4762",8987140,6530098,2017,0
"3587","4763",3371781,6467735,2017,0
"3588","4764",443499,6929203,2017,0
"3589","4785",380212,762640,2017,0
"3590","4786",6820555,7149561,2017,0
"3591","4787",7507033,4718121,2017,0
"3592","4788",7731245,5190310,2017,0
"3593","4789",10789777,6404945,2017,0
"3594","4790",10150029,6666809,2017,0
"3595","4791",7228071,5410508,2017,0
"3596","4792",4567772,3991327,2017,0
"3597","4793",3693587,3537556,2017,0
"3598","4794",1036257,757145,2017,0
"3599","4805",0,0,2017,0
"3600","4806",141376,1237393,2017,0
"3601","4807",3887696,1924581,2017,0
"3602","4808",6675234,4932637,2017,0
"3603","4809",10854317,6598196,2017,0
"3604","4810",8258655,6329377,2017,0
"3605","4811",4288797,5387365,2017,0
"3606","4812",4115784,3569572,2017,0
"3607","4813",0,0,2017,0
"3608","4814",0,0,2017,0
"3609","4825",0,0,2017,0
"3610","4827",697073,837661,2017,0
"3611","4828",6647398,5429495,2017,0
"3612","4829",6373009,3690984,2017,0
"3613","4830",7600581,1414712,2017,0
"3614","4831",4951585,3652744,2017,0
"3615","4832",3214314,1765955,2017,0
"3616","4844",0,0,2017,0
"3617","4845",491963,366979,2017,0
"3618","4846",883016,366967,2017,0
"3619","4847",1726368,3157945,2017,0
"3620","4848",5309040,6655136,2017,0
"3621","4849",572454,629118,2017,0
"3622","4850",3707771,3374222,2017,0
"3623","4851",3991262,1138081,2017,0
"3624","4852",5006063,0,2017,0
"3625","4853",0,0,2017,0
"3626","4865",13708,0,2017,0
"3627","4866",69349,0,2017,0
"3628","4867",0,0,2017,0
"3629","4868",20635,0,2017,0
"3630","4869",12484,0,2017,0
"3631","4870",0,0,2017,0
"3632","4871",87060,0,2017,0
"3633","4876",0,0,2017,0
"3634","4877",6535280,0,2017,0
"3635","4878",1924087,599399,2017,0
"3636","4879",1901676,3617268,2017,0
"3637","4880",2176012,2580850,2017,0
"3638","4881",4523587,8460726,2017,0
"3639","4882",3866819,3368220,2017,0
"3640","4883",4639627,5416278,2017,0
"3641","4884",0,0,2017,0
"3642","4886",0,0,2017,0
"3643","4890",18096,0,2017,0
"3644","4891",19498,0,2017,0
"3645","4892",87699,0,2017,0
"3646","4893",12680,0,2017,0
"3647","4894",11770,0,2017,0
"3648","4895",12660,0,2017,0
"3649","4896",4152,0,2017,0
"3650","4897",0,0,2017,0
"3651","4898",12713,0,2017,0
"3652","4899",13879,0,2017,0
"3653","4900",13944,0,2017,0
"3654","4901",28413,0,2017,0
"3655","4902",19294,0,2017,0
"3656","4909",7795383,5073281,2017,0
"3657","4910",5194811,4455961,2017,0
"3658","4912",4532019,4429397,2017,0
"3659","4913",5271852,4775207,2017,0
"3660","4914",7621339,6255497,2017,0
"3661","4917",194646,0,2017,0
"3662","4918",1018976,0,2017,0
"3663","4921",772,0,2017,0
"3664","4922",13440,0,2017,0
"3665","4923",461384,0,2017,0
"3666","4924",29711,0,2017,0
"3667","4925",16952,0,2017,0
"3668","4926",0,0,2017,0
"3669","4927",9507,0,2017,0
"3670","4928",33554,0,2017,0
"3671","4929",13885,0,2017,0
"3672","4930",0,0,2017,0
"3673","4931",0,0,2017,0
"3674","4934",1248435,808350,2017,0
"3675","4935",318963,0,2017,0
"3676","4936",4024978,4114779,2017,0
"3677","4937",2831318,1961706,2017,0
"3678","4938",7720388,5838492,2017,0
"3679","4939",9930926,5691300,2017,0
"3680","4940",6974408,5700711,2017,0
"3681","4941",7820367,5826586,2017,0
"3682","4942",6757294,4972235,2017,0
"3683","4943",11022969,6858089,2017,0
"3684","4944",4483081,2584861,2017,0
"3685","4945",0,0,2017,0
"3686","4950",17880,0,2017,0
"3687","4951",312316,0,2017,0
"3688","4952",0,0,2017,0
"3689","4953",0,0,2017,0
"3690","4955",0,0,2017,0
"3691","4956",0,0,2017,0
"3692","4957",13656,0,2017,0
"3693","4958",0,0,2017,0
"3694","4960",0,0,2017,0
"3695","4963",0,0,2017,0
"3696","4964",3512764,2117299,2017,0
"3697","4965",8583324,6415960,2017,0
"3698","4966",9996516,6652781,2017,0
"3699","4967",4873001,4445759,2017,0
"3700","4968",4006276,3620513,2017,0
"3701","4969",10460504,6918007,2017,0
"3702","4970",4380963,2223057,2017,0
"3703","4971",3304980,2546264,2017,0
"3704","4972",2877873,2889889,2017,0
"3705","4973",5218506,4731771,2017,0
"3706","4974",2942766,2800718,2017,0
"3707","4975",1180034,1115055,2017,0
"3708","4976",1990835,1137924,2017,0
"3709","4977",39795,0,2017,0
"3710","4981",0,0,2017,0
"3711","4982",0,0,2017,0
"3712","4983",0,0,2017,0
"3713","4984",3309,0,2017,0
"3714","4991",273377895,260837705,2017,0
"3715","4991A",3309885,3309885,2017,0
"3716","4993",7323182,6345794,2017,0
"3717","4994",598980,2946115,2017,0
"3718","4995",3518842,3222899,2017,0
"3719","4996",4521529,3344848,2017,0
"3720","5000",41690487,0,2017,0
"3721","5005",2370,0,2017,0
"3722","5015",3567804,2020479,2017,0
"3723","5016",3305573,2336063,2017,0
"3724","5017",321971,137987,2017,0
"3725","5023",6946,0,2017,0
"3726","5025",0,0,2017,0
"3727","5027",25829,0,2017,0
"3728","5037",0,0,2017,0
"3729","5044",0,0,2017,0
"3730","5045",2625,0,2017,0
"3731","5046",12924,0,2017,0
"3732","5054A",41261870,27514865,2017,0
"3733","5060",0,0,2017,0
"3734","5062",4834,0,2017,0
"3735","5065A",3005056,1834683,2017,0
"3736","5066B",2915046,3154153,2017,0
"3737","5067",10637534,7711429,2017,0
"3738","5067A",4082292,3362415,2017,0
"3739","5068",5796143,5435142,2017,0
"3740","5069",6513787,5122207,2017,0
"3741","5070",6444306,5018848,2017,0
"3742","5071",5142651,4327071,2017,0
"3743","5072",8652712,6791115,2017,0
"3744","5073",4245242,4549440,2017,0
"3745","5076",0,0,2017,0
"3746","5079",2021057,2334067,2017,0
"3747","5080",4209113,3098340,2017,0
"3748","5081",4827468,3850786,2017,0
"3749","5082",2998537,3180922,2017,0
"3750","5083",3692825,3693978,2017,0
"3751","5084",3452379,3079406,2017,0
"3752","5087",287042,0,2017,0
"3753","5090",3569376,1714554,2017,0
"3754","5091",8678213,4327363,2017,0
"3755","5092",3637627,2914626,2017,0
"3756","5099",881423,0,2017,0
"3757","5100",1067291,254646,2017,0
"3758","5101",214918,0,2017,0
"3759","5102",323828,0,2017,0
"3760","5104",3734753,808470,2017,0
"3761","5107",119371,101810,2017,0
"3762","5201",2397251,109332,2017,0
"3763","5203",21760598,18764348,2017,0
"3764","5211",9513369,11893961,2017,0
"3765","5212",791943,1514529,2017,0
"3766","5214",0,0,2017,0
"3767","5215",515827,39365,2017,0
"3768","5216",950628,1748116,2017,0
"3769","5217",1803395,1034187,2017,0
"3770","5225",122496,141252,2017,0
"3771","5226",4925513,3359403,2017,0
"3772","5227",0,0,2017,0
"3773","5228",0,0,2017,0
"3774","5230",32961335,18593981,2017,0
"3775","5231",0,0,2017,0
"3776","5232",1557375,93481,2017,0
"3777","5235",2606155,4095958,2017,0
"3778","5236",2652597,1803765,2017,0
"3779","5237",11763538,10175844,2017,0
"3780","5239",1578407,1716637,2017,0
"3781","5240",828416,3050358,2017,0
"3782","5241",1866243,1415022,2017,0
"3783","5242",3659729,4591696,2017,0
"3784","5246",4786452,2782891,2017,0
"3785","5249",5166281,1291569,2017,0
"3786","5250",557145,1061537,2017,0
"3787","5253",5100961,5626897,2017,0
"3788","5254",7877356,5522827,2017,0
"3789","5255",3358108,3005145,2017,0
"3790","5258",6385762,6486232,2017,0
"3791","5259",9091084,7497570,2017,0
"3792","5260",8758746,5679672,2017,0
"3793","5262",0,0,2017,0
"3794","5264",3310808,5297298,2017,0
"3795","5268",0,0,2017,0
"3796","5269",0,0,2017,0
"3797","5272",4111172,2723538,2017,0
"3798","5273",5321633,4885067,2017,0
"3799","5274",2142089,2194605,2017,0
"3800","5278",12556977,10867805,2017,0
"3801","5279",9012147,7150160,2017,0
"3802","5280",0,0,2017,0
"3803","5281",0,0,2017,0
"3804","5282",0,0,2017,0
"3805","5284A",26140835,0,2017,0
"3806","5285A",6124138,1750629,2017,0
"3807","5286A",18671212,4872393,2017,0
"3808","5287",26140835,0,2017,0
"3809","5290",11354957,8037911,2017,0
"3810","5291",6336054,11295220,2017,0
"3811","5295",11979496,7187492,2017,0
"3812","5296",5859563,5259103,2017,0
"3813","5297",9839479,7348684,2017,0
"3814","5302",5463658,4001043,2017,0
"3815","5303",0,0,2017,0
"3816","5304",0,0,2017,0
"3817","5305",9795945,7055187,2017,0
"3818","5306",8370803,16355538,2017,0
"3819","5307",11093451,6949261,2017,0
"3820","5308",6038621,3980348,2017,0
"3821","5309",10039394,6690990,2017,0
"3822","5310",0,0,2017,0
"3823","5311",6629236,5111127,2017,0
"3824","5312",8760750,6028459,2017,0
"3825","5313",536896,399373,2017,0
"3826","5314",5529856,3759160,2017,0
"3827","5315",7410152,4247182,2017,0
"3828","5317",366119,659030,2017,0
"3829","5318",7694693,3621586,2017,0
"3830","5319",6881299,7029213,2017,0
"3831","5320",5020331,5545894,2017,0
"3832","5321",5403281,8867742,2017,0
"3833","5322",13223848,8536019,2017,0
"3834","5323",6397101,4345718,2017,0
"3835","5324",8410233,5966715,2017,0
"3836","5325",8387815,5858282,2017,0
"3837","5326",7941748,6504446,2017,0
"3838","5327",11582444,8327669,2017,0
"3839","5328",6486987,4662587,2017,0
"3840","5329",6057803,5657922,2017,0
"3841","5330",6997384,6484608,2017,0
"3842","5331",8590168,6054697,2017,0
"3843","5332",1233542,932210,2017,0
"3844","5333",5619966,3806774,2017,0
"3845","5334",6565759,5435582,2017,0
"3846","5335",5582159,3930320,2017,0
"3847","5335A",26326195,27280275,2017,0
"3848","5335B",3431851,2332085,2017,0
"3849","5335C",5516348,4180270,2017,0
"3850","5336",11703746,7288412,2017,0
"3851","5337",12439432,7978450,2017,0
"3852","5338",15823750,10668317,2017,0
"3853","5339",5258215,4655049,2017,0
"3854","5340",9059076,6441204,2017,0
"3855","5341",11433005,7873338,2017,0
"3856","5342",5366710,4065385,2017,0
"3857","5343",10623355,7177736,2017,0
"3858","5345",2937991,2373551,2017,0
"3859","5346",0,0,2017,0
"3860","5347",2422666,1557947,2017,0
"3861","5348",8949895,3354495,2017,0
"3862","5350",3473661,3471924,2017,0
"3863","5351",1440164,1614520,2017,0
"3864","5353",7941015,5984435,2017,0
"3865","5353A",9492760,8016398,2017,0
"3866","5353B",9492621,6914362,2017,0
"3867","5354",10511211,6953050,2017,0
"3868","5354A",8109805,5400905,2017,0
"3869","5355",10907765,7065429,2017,0
"3870","5356",0,0,2017,0
"3871","5357",10360136,7238432,2017,0
"3872","5358",7513675,5217195,2017,0
"3873","5359",2729563,2419358,2017,0
"3874","5360",9159208,6337599,2017,0
"3875","5361",9203613,6913274,2017,0
"3876","5362",1482530,1200803,2017,0
"3877","5368",876103,1010813,2017,0
"3878","5369",5068324,3865825,2017,0
"3879","5370",5041349,5384690,2017,0
"3880","5371",4118197,2807856,2017,0
"3881","5372",1788925,1296308,2017,0
"3882","5372A",0,0,2017,0
"3883","5373",0,0,2017,0
"3884","5374",0,0,2017,0
"3885","5375",4535943,2119426,2017,0
"3886","5376",2823307,2058162,2017,0
"3887","5377",5953170,5059341,2017,0
"3888","5378",12131523,10328803,2017,0
"3889","5379",6479590,5675054,2017,0
"3890","5380",2433418,1931052,2017,0
"3891","5381",11114026,8863763,2017,0
"3892","5382",9288007,7122706,2017,0
"3893","5383",13177829,9086492,2017,0
"3894","5384",5338274,3428820,2017,0
"3895","5384A",9214118,5927932,2017,0
"3896","5384B",3963838,2546085,2017,0
"3897","5384C",12754534,8317448,2017,0
"3898","5384D",4406754,3580050,2017,0
"3899","5385",636538,514443,2017,0
"3900","5386",8056020,5914147,2017,0
"3901","5387",8666559,6638575,2017,0
"3902","5391",0,0,2017,0
"3903","5392",3664831,2618160,2017,0
"3904","5393",4002264,3849001,2017,0
"3905","5394",2134005,1578577,2017,0
"3906","5395",10837557,8410345,2017,0
"3907","5396",5776526,4562701,2017,0
"3908","5397",5031237,5333121,2017,0
"3909","5398",7235327,5147334,2017,0
"3910","5399",5974211,5381411,2017,0
"3911","5400",7022924,6217574,2017,0
"3912","5402",14326892,10369055,2017,0
"3913","5403",8867668,9480537,2017,0
"3914","5404",6064453,5179026,2017,0
"3915","5405",8898969,7117225,2017,0
"3916","5406",7673513,6166530,2017,0
"3917","5407",7150008,6774525,2017,0
"3918","5408",4531424,3216462,2017,0
"3919","5409",6706623,4846447,2017,1
"3920","5410",6588876,5350203,2017,1
"3921","5411",7279343,4974243,2017,1
"3922","5413",4754088,3708484,2017,1
"3923","5414",13891112,12600520,2017,1
"3924","5415",9278337,4473443,2017,0
"3925","5417",6680099,5580653,2017,0
"3926","5418",4245734,4854255,2017,1
"3927","5419",6043431,13447501,2017,1
"3928","5419",6043431,13447501,2017,1
"3929","5420",0,0,2017,0
"3930","5421",21218995,31087758,2017,1
"3931","5423A",6709223,6636701,2017,0
"3932","5425",1934680,657674,2017,0
"3933","5426",9631781,8044040,2017,0
"3934","5428B",2265850,2079351,2017,0
"3935","5428C",9202434,10813610,2017,0
"3936","5428D",11732236,14673701,2017,0
"3937","5428E",6567581,7348270,2017,0
"3938","5428F",10379277,11177994,2017,0
"3939","5428G",2235299,2859863,2017,0
"3940","5429",9191251,14433089,2017,0
"3941","5431A",115051983,170688054,2017,0
"3942","5431B",36774255,35868325,2017,0
"3943","5434A",2670310,2589439,2017,0
"3944","5434B",9220254,6715152,2017,0
"3945","5435",10030873,7987357,2017,0
"3946","5436",0,0,2017,0
"3947","5437",3355328,3069175,2017,0
"3948","5438",3822342,5158946,2017,0
"3949","5439",1582781,2358436,2017,0
"3950","5440A",4503621,3826426,2017,0
"3951","5447",3588727,3654743,2017,0
"3952","5448",0,0,2017,0
"3953","5449",4230722,2852778,2017,0
"3954","5450",5062957,3988374,2017,0
"3955","5451",0,0,2017,0
"3956","5457",4161555,8324746,2017,0
"3957","5458",4830811,4170805,2017,0
"3958","5461",7253524,5194541,2017,0
"3959","5462",4695748,3837182,2017,0
"3960","5463",5857689,6358031,2017,0
"3961","5464",7841229,7016186,2017,0
"3962","5465",5753577,4778122,2017,0
"3963","5466",1114049,1083549,2017,0
"3964","5467",2873832,5132868,2017,0
"3965","5468",415255,361696,2017,0
"3966","5469",433045,288696,2017,0
